Product ID,Product Line,Product Category,Product Group,Product Name,Supplier Country,Supplier Name,Supplier ID,Price
210200100016,Children,Children Sports,"A-Team, Kids",SweatPants  Children's Sweat Pants with Small,US,A Team Sports,3298,358.81
210200100017,Children,Children Sports,"A-Team, Kids",Sweatshirt Children's O-Neck,US,A Team Sports,3298,126.36
210200100018,Children,Children Sports,"A-Team, Kids",Sweatshirt Children's Sweat w/Zipper Varsity,US,A Team Sports,3298,90.9
210200100019,Children,Children Sports,"A-Team, Kids","Sweatshirt Children's Sweatshirt, O-Neck",US,A Team Sports,3298,396.2
210200200001,Children,Children Sports,"Bathing Suits, Kids",Gamma Swimming Trunks,US,Dolphin Sportswear Inc,16292,52.67
210200200002,Children,Children Sports,"Bathing Suits, Kids",Legsuit Girl's Swim Suit,US,Dolphin Sportswear Inc,16292,191.07
210200200003,Children,Children Sports,"Bathing Suits, Kids",Rash Vest Sun Protection,US,Dolphin Sportswear Inc,16292,41.69
210200200004,Children,Children Sports,"Bathing Suits, Kids",Short Boy's Swimming Trunks,US,Dolphin Sportswear Inc,16292,108.68
210200200005,Children,Children Sports,"Bathing Suits, Kids",Swim Suit Jr.,US,Nautlius SportsWear Inc,6153,76.59
210200200006,Children,Children Sports,"Bathing Suits, Kids",Swimming Trunks Domo,ES,Luna sastreria S.A.,4742,356.85
210200200007,Children,Children Sports,"Bathing Suits, Kids",Swimming Trunks Jr.,US,Nautlius SportsWear Inc,6153,213.32
210200200008,Children,Children Sports,"Bathing Suits, Kids",Clear Boy's Short Sun Protection,US,Dolphin Sportswear Inc,16292,332.36
210200200009,Children,Children Sports,"Bathing Suits, Kids","Fashion Scuba Suit Sun Protection, Girl",US,Dolphin Sportswear Inc,16292,379.91
210200200010,Children,Children Sports,"Bathing Suits, Kids",Fastlane Swim Suit,US,Dolphin Sportswear Inc,16292,184.03
210200200011,Children,Children Sports,"Bathing Suits, Kids",Sunfit Arabella Jr. Girl's Swim Suit,US,Nautlius SportsWear Inc,6153,112.54
210200200012,Children,Children Sports,"Bathing Suits, Kids",Sunfit Brosman Swimming Trunks,US,Nautlius SportsWear Inc,6153,402.73
210200200013,Children,Children Sports,"Bathing Suits, Kids",Sunfit Brosman Swimming Trunks Jr.,US,Nautlius SportsWear Inc,6153,103.72
210200200014,Children,Children Sports,"Bathing Suits, Kids",Sunfit Doonyl Swim Suit,US,Nautlius SportsWear Inc,6153,301.67
210200200015,Children,Children Sports,"Bathing Suits, Kids",Sunfit Madrochka Swim Suit,US,Nautlius SportsWear Inc,6153,250.37
210200200016,Children,Children Sports,"Bathing Suits, Kids",Sunfit Malika Swim Suit Jr.,US,Nautlius SportsWear Inc,6153,295.3
210200200017,Children,Children Sports,"Bathing Suits, Kids",Sunfit Maximum Swim Suit Jr.,US,Nautlius SportsWear Inc,6153,124.93
210200200018,Children,Children Sports,"Bathing Suits, Kids",Sunfit Moreau Swim Suit Jr.,US,Nautlius SportsWear Inc,6153,367.84
210200200019,Children,Children Sports,"Bathing Suits, Kids",Sunfit Pants Scotish Jr.,US,Nautlius SportsWear Inc,6153,89.28
210200200020,Children,Children Sports,"Bathing Suits, Kids",Sunfit Pants Slang Jr.,US,Nautlius SportsWear Inc,6153,168.16
210200200021,Children,Children Sports,"Bathing Suits, Kids",Sunfit Sebas Swimming Trunks,US,Nautlius SportsWear Inc,6153,173.85
210200200022,Children,Children Sports,"Bathing Suits, Kids",Sunfit Slow Swimming Trunks,US,Nautlius SportsWear Inc,6153,297.9
210200200023,Children,Children Sports,"Bathing Suits, Kids",Sunfit Stockton Swimming Trunks Jr.,US,Nautlius SportsWear Inc,6153,108.07
210200200024,Children,Children Sports,"Bathing Suits, Kids",Sunfit Swim Suit Magia Jr.,US,Nautlius SportsWear Inc,6153,475.47
210200200025,Children,Children Sports,"Bathing Suits, Kids",Sunfit Team Stretch Children's Swim Suit,US,Nautlius SportsWear Inc,6153,499.75
210200200026,Children,Children Sports,"Bathing Suits, Kids",Sunfit Team Stretch Jr. Swimming Trunks,US,Nautlius SportsWear Inc,6153,226.2
210200200027,Children,Children Sports,"Bathing Suits, Kids",Swim Suit Fellini Jr. Swim Suit,US,Nautlius SportsWear Inc,6153,407.46
210200200028,Children,Children Sports,"Bathing Suits, Kids",Swim Suit Mirmon Jr. Swim Suit,US,Nautlius SportsWear Inc,6153,291.61
210200200029,Children,Children Sports,"Bathing Suits, Kids",Universe Swim Suit,US,Dolphin Sportswear Inc,16292,210.91
210200200030,Children,Children Sports,"Bathing Suits, Kids",Yep Girl's Bikini,US,Dolphin Sportswear Inc,16292,457.57
210200200031,Children,Children Sports,"Bathing Suits, Kids",Fun Swim Tights,ES,Luna sastreria S.A.,4742,166.18
210200200032,Children,Children Sports,"Bathing Suits, Kids",Gary Swimming Trunks,ES,Luna sastreria S.A.,4742,260.2
210200300001,Children,Children Sports,"Eclipse, Kid's Clothes",Children's Sweatshirt w/Big Logo,US,Eclipse Inc,1303,17.58
210200300002,Children,Children Sports,"Eclipse, Kid's Clothes",Plain Fleece Crew Kid's,US,Eclipse Inc,1303,490.52
210200300003,Children,Children Sports,"Eclipse, Kid's Clothes",Rocket Tactel Jacket,US,Eclipse Inc,1303,309.37
210200300004,Children,Children Sports,"Eclipse, Kid's Clothes",Swoosh Tee Kids Comp. Tops,US,Eclipse Inc,1303,135.32
210200300005,Children,Children Sports,"Eclipse, Kid's Clothes",Coolman Gym Sack,US,Eclipse Inc,1303,135.64
210200300006,Children,Children Sports,"Eclipse, Kid's Clothes",Fleece Cuff Pant Kid'S,US,Eclipse Inc,1303,339.94
210200300007,Children,Children Sports,"Eclipse, Kid's Clothes",Hsc Dutch Player Shirt Junior,US,Eclipse Inc,1303,369.31
210200300008,Children,Children Sports,"Eclipse, Kid's Clothes",Kid Fleece Crew,US,Eclipse Inc,1303,351.44
210200300009,Children,Children Sports,"Eclipse, Kid's Clothes",Kid V-Neck T-Shirt,US,Eclipse Inc,1303,138.38
210200300010,Children,Children Sports,"Eclipse, Kid's Clothes",Kids Children's Shorts,US,Eclipse Inc,1303,496.7
210200300011,Children,Children Sports,"Eclipse, Kid's Clothes",Kids Children's Sweatshirt,US,Eclipse Inc,1303,174.64
210200300012,Children,Children Sports,"Eclipse, Kid's Clothes",Kids Children's Sweatshirt w/Nike Logo,US,Eclipse Inc,1303,450.52
210200300013,Children,Children Sports,"Eclipse, Kid's Clothes",Kids Children's T-Shirt,US,Eclipse Inc,1303,301.87
210200300014,Children,Children Sports,"Eclipse, Kid's Clothes",Kids Children's Tracking Suit,US,Eclipse Inc,1303,320.33
210200300015,Children,Children Sports,"Eclipse, Kid's Clothes",Small Kid's Shorts,US,Eclipse Inc,1303,131.47
210200300016,Children,Children Sports,"Eclipse, Kid's Clothes",Small Kid's Sweatshirt,US,Eclipse Inc,1303,260.64
210200300017,Children,Children Sports,"Eclipse, Kid's Clothes",Small Kid's T-Shirt,US,Eclipse Inc,1303,382.4
210200300018,Children,Children Sports,"Eclipse, Kid's Clothes",Small Kid's Tracking Pants,US,Eclipse Inc,1303,81.39
210200300019,Children,Children Sports,"Eclipse, Kid's Clothes",Sweatshirt Children's Sweatshirt,US,Eclipse Inc,1303,237.08
210200300020,Children,Children Sports,"Eclipse, Kid's Clothes",Sweatshirt Children's Sweatshirt w/Hood L,US,3Top Sports,2963,425.56
210200300021,Children,Children Sports,"Eclipse, Kid's Clothes",Sweatshirt Children's Sweatshirt w/O-Neck,US,Eclipse Inc,1303,229.91
210200300022,Children,Children Sports,"Eclipse, Kid's Clothes",Teen Brand Cap,US,Eclipse Inc,1303,85.78
210200300023,Children,Children Sports,"Eclipse, Kid's Clothes",Toddle Full-Zip Cover Up,US,Eclipse Inc,1303,60.12
210200300024,Children,Children Sports,"Eclipse, Kid's Clothes",Toddle Heavy Fill Jacket,US,Eclipse Inc,1303,380.45
210200300025,Children,Children Sports,"Eclipse, Kid's Clothes",Toddle Knit Crew,US,Eclipse Inc,1303,390.84
210200300026,Children,Children Sports,"Eclipse, Kid's Clothes",Toddle Novelty Fleece,US,Eclipse Inc,1303,76.8
210200300027,Children,Children Sports,"Eclipse, Kid's Clothes",Toddle Work Out Pants,US,Eclipse Inc,1303,81.86
210200300028,Children,Children Sports,"Eclipse, Kid's Clothes",Toddle Wowen Pants,US,Eclipse Inc,1303,488.37
210200300029,Children,Children Sports,"Eclipse, Kid's Clothes",Toddler Anti Slip Sock,US,Eclipse Inc,1303,145.59
210200300030,Children,Children Sports,"Eclipse, Kid's Clothes",Toddler Backpack,US,Eclipse Inc,1303,292.2
210200300031,Children,Children Sports,"Eclipse, Kid's Clothes",Toddler New Anti Slip Socks,US,Eclipse Inc,1303,186.15
210200300032,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's 1/2 Zip Fleece Top,US,Eclipse Inc,1303,167.37
210200300033,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's 1/2 Zip Polar Fleece Top,US,Eclipse Inc,1303,442.86
210200300034,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's 3d Air Tee,US,Eclipse Inc,1303,446.5
210200300035,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's 3d Swoosh Tee,US,Eclipse Inc,1303,304.17
210200300036,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Athletic Shorts,US,Eclipse Inc,1303,306.96
210200300037,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Athletic T-Shirt,US,Eclipse Inc,1303,83.86
210200300038,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Backpack,US,Eclipse Inc,1303,490.71
210200300039,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Basic Swoosh Hat,US,Eclipse Inc,1303,461.83
210200300040,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Boy's Bucket,US,Eclipse Inc,1303,276.39
210200300041,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Boy's Swoosh Special Cap,US,Eclipse Inc,1303,230.83
210200300042,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Brushed Constructed Top,US,Eclipse Inc,1303,402.2
210200300043,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Cap w/Swoosh,US,Eclipse Inc,1303,87.94
210200300044,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Children's Cap,US,Eclipse Inc,1303,45.02
210200300045,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Children's Cap Extra,US,Eclipse Inc,1303,133.41
210200300046,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's  Children's Tracking Suit Model Tornad,US,Eclipse Inc,1303,220.07
210200300047,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Components Plus Cap,US,Eclipse Inc,1303,469.77
210200300048,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Constructed 'T',US,Eclipse Inc,1303,15.44
210200300049,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Constructed S/Sleve Top,US,Eclipse Inc,1303,448.49
210200300050,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Constructed Top S/Sleeve,US,Eclipse Inc,1303,354.64
210200300051,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Core Mini Bag,US,Eclipse Inc,1303,341.51
210200300052,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Cut & Sew T-Shirt,US,Eclipse Inc,1303,122.18
210200300053,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Eden Soft Nylon Pants,US,Eclipse Inc,1303,192.54
210200300054,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Embroidered Tee,US,Eclipse Inc,1303,169.7
210200300055,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Fizz Down Jacket,US,Eclipse Inc,1303,430.95
210200300056,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Fleece Crew,US,Eclipse Inc,1303,231.73
210200300057,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Fleece Pants,US,Eclipse Inc,1303,223.42
210200300058,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Fresh Soft Nylon Pants,US,Eclipse Inc,1303,311.48
210200300059,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Game Short,US,Eclipse Inc,1303,436.27
210200300060,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Game Tank,US,Eclipse Inc,1303,107.65
210200300061,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Graphic Fleece Pants Cuff,US,Eclipse Inc,1303,128.4
210200300062,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Graphic Polywarp Pants,US,Eclipse Inc,1303,141.0
210200300063,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Heavy Fill Jacket,US,Eclipse Inc,1303,190.88
210200300064,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Heavy Filled Jacket,US,Eclipse Inc,1303,335.72
210200300065,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Infant Athletic Cap,US,Eclipse Inc,1303,495.35
210200300066,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Jacket,US,Eclipse Inc,1303,167.67
210200300067,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Jet Suit,US,Eclipse Inc,1303,458.56
210200300068,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Bumper,US,Eclipse Inc,1303,109.09
210200300069,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Knit Pants,US,Eclipse Inc,1303,352.11
210200300070,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's L-Sleeve Crew Fleece Sweat,US,Eclipse Inc,1303,374.72
210200300071,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's L-Sleeve Fleece Sweat,US,Eclipse Inc,1303,75.87
210200300072,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Light Fill Jacket,US,Eclipse Inc,1303,479.79
210200300073,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Little Boy's Athletic Cap,US,Eclipse Inc,1303,27.53
210200300074,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Long Twill Short,US,Eclipse Inc,1303,196.63
210200300075,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Micro Fibre Pants,US,Eclipse Inc,1303,401.72
210200300076,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Millennium Down Fill Jacket,US,Eclipse Inc,1303,460.23
210200300077,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's F/Z Hood,US,Eclipse Inc,1303,429.18
210200300078,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Fleece Crew JDM,US,Eclipse Inc,1303,210.59
210200300079,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Fleece Hood,US,Eclipse Inc,1303,256.86
210200300080,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's O/H Fleece Pants,US,Eclipse Inc,1303,246.41
210200300081,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Oval Swoosh Tee,US,Eclipse Inc,1303,131.84
210200300082,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Polar Fleece 1/2 Zip,US,Eclipse Inc,1303,65.04
210200300083,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Polywarp Warm up Cuff,US,Eclipse Inc,1303,396.05
210200300084,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Raglan Top,US,Eclipse Inc,1303,429.62
210200300085,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Reversible Hat,US,Eclipse Inc,1303,351.18
210200300086,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Ringer 'T',US,Eclipse Inc,1303,243.19
210200300087,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Rio Short,US,Eclipse Inc,1303,42.86
210200300088,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Ripstop Short,US,Eclipse Inc,1303,360.86
210200300089,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's S/L Fleece Pants,US,Eclipse Inc,1303,266.26
210200300090,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's S/Sleeve Ringer,US,Eclipse Inc,1303,165.13
210200300091,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Script Tee,US,Eclipse Inc,1303,198.32
210200300092,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Shiny Suit w/Swoosh,US,Eclipse Inc,1303,284.06
210200300093,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Short/Sleve Top,US,Eclipse Inc,1303,160.6
210200300094,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Shorts,US,Eclipse Inc,1303,467.43
210200300095,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Sweatshirt Open w/Swoosh,US,Eclipse Inc,1303,354.09
210200300096,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Sweatshirt w/1/2 Zipper and Hood,US,Eclipse Inc,1303,149.85
210200300097,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Sweatshirt w/Hood,US,Eclipse Inc,1303,171.12
210200300098,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Sweatshirt w/Round Neck,US,Eclipse Inc,1303,12.08
210200300099,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Sweatshirt w/Round Neck L,US,Eclipse Inc,1303,183.8
210200300100,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Swoosh Fleece Crew,US,Eclipse Inc,1303,473.67
210200300101,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Swoosh Tee,US,Eclipse Inc,1303,38.53
210200300102,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Swoosh Waistband Fleece Crew,US,Eclipse Inc,1303,425.26
210200300103,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's T-Shirt w/V-Neck,US,Eclipse Inc,1303,46.61
210200300104,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's T-Shirt with Round Neck,US,Eclipse Inc,1303,345.89
210200300105,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's T-Shirt with V-Neck,US,Eclipse Inc,1303,264.18
210200300106,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Tacel Pants,US,Eclipse Inc,1303,480.31
210200300107,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Tactel Pants,US,Eclipse Inc,1303,385.36
210200300108,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Tank Top,US,Eclipse Inc,1303,96.55
210200300109,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Unbrushed Fleece Pants,US,Eclipse Inc,1303,51.51
210200300110,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's V-Neck Fleece,US,Eclipse Inc,1303,125.2
210200300111,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Wind Anorak,US,Eclipse Inc,1303,305.48
210200300112,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Wind jacket,US,Eclipse Inc,1303,413.57
210200300113,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Workout Pants,US,Eclipse Inc,1303,194.23
210200300114,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Woven Pants,US,Eclipse Inc,1303,270.17
210200300115,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Woven Short,US,Eclipse Inc,1303,79.05
210200300116,Children,Children Sports,"Eclipse, Kid's Clothes",Toto Band - 3-pack,US,Eclipse Inc,1303,325.48
210200300117,Children,Children Sports,"Eclipse, Kid's Clothes",Watchit Watch Black/,US,Eclipse Inc,1303,131.88
210200300118,Children,Children Sports,"Eclipse, Kid's Clothes",Watchit Watch Gold/Grepe Jelly,US,Eclipse Inc,1303,257.77
210200300119,Children,Children Sports,"Eclipse, Kid's Clothes",Watchit Watches Blue/Grashopper,US,Eclipse Inc,1303,177.09
210200300120,Children,Children Sports,"Eclipse, Kid's Clothes",Watchit Watches Tangerine/Translucent Aqua,US,Eclipse Inc,1303,355.84
